"Viste","2022-06-13 16:27:52"
"Viste","2022-06-13 16:28:31"
"Viste","2022-06-14 14:20:29"
"Viste","2022-06-14 14:21:11"
"Viste","2022-06-14 14:24:41"
"Viste","2022-06-14 14:39:32"
"Viste","2022-06-14 14:43:31"
"Viste","2022-06-14 14:45:08"
"Viste","2022-06-14 14:46:06"
"Viste","2022-06-14 15:43:54"
"Viste","2022-06-15 13:34:39"
"Viste","2022-06-15 13:36:42"
"Viste","2022-06-15 13:54:11"
"Viste","2022-06-15 13:56:12"
"Viste","2022-06-15 14:07:24"
"Viste","2022-06-15 14:39:42"
"Viste","2022-06-15 14:49:44"
"Viste","2022-06-15 14:51:02"
"Viste","2022-06-15 14:54:28"
"Viste","2022-06-15 14:56:16"
"Viste","2022-06-15 14:58:07"
"Viste","2022-06-15 15:36:48"
"Viste","2022-06-15 15:40:44"
"Viste","2022-06-15 16:42:56"
"Viste","2022-06-15 16:44:48"
"Viste","2022-06-16 11:24:46"
"Viste","2022-06-16 15:11:58"
"Viste","2022-06-16 15:39:00"
"Viste","2022-06-17 11:45:53"
"Viste","2022-06-17 11:46:26"
"Viste","2022-06-17 11:48:38"
"Viste","2022-06-17 14:05:08"
"Viste","2022-06-17 14:07:55"
"Viste","2022-06-17 14:12:52"
"Viste","2022-06-17 14:21:16"
"Viste","2022-06-17 14:22:20"
"Viste","2022-06-17 14:24:20"
"Viste","2022-06-17 14:25:46"
"Viste","2022-06-17 14:38:31"
"Viste","2022-06-17 14:45:36"
"Viste","2022-06-17 14:47:03"
"Viste","2022-06-17 14:48:51"
"Viste","2022-06-17 14:49:20"
"Viste","2022-06-17 14:50:03"
"Viste","2022-06-17 14:50:30"
"Viste","2022-06-17 14:58:15"
"Viste","2022-06-17 15:01:25"
"Viste","2022-06-17 15:04:18"
"Viste","2022-06-17 15:35:55"
"Viste","2022-06-17 15:38:25"
"Viste","2022-06-17 15:39:21"
"Viste","2022-06-17 15:39:52"
"Viste","2022-06-17 15:41:32"
"Viste","2022-06-17 15:44:06"
"Viste","2022-06-17 15:53:00"
"Viste","2022-06-17 15:56:59"
"Viste","2022-06-17 15:59:26"
"Viste","2022-06-17 16:02:22"
"Viste","2022-06-17 16:05:41"
"Viste","2022-06-17 16:07:17"
"Viste","2022-06-20 13:51:38"
"Viste","2022-06-20 13:52:25"
"Viste","2022-06-20 14:05:02"
"Viste","2022-06-20 15:08:07"
"Viste","2022-06-20 15:53:24"
"Viste","2022-06-22 09:26:07"
"Viste","2022-06-22 10:02:01"
"Viste","2022-06-22 10:02:21"
"Viste","2022-06-22 10:05:15"
"Viste","2022-06-22 10:09:42"
"Viste","2022-06-22 10:14:21"
"Viste","2022-06-22 10:32:59"
"Viste","2022-06-22 10:40:06"
"Viste","2022-06-22 10:43:00"
"Viste","2022-06-23 10:01:33"
"Viste","2022-06-23 11:31:25"
"Viste","2022-06-23 11:32:47"
"Viste","2022-06-23 11:34:43"
"Viste","2022-06-23 11:36:02"
"Viste","2022-06-23 11:37:11"
"Viste","2022-06-23 16:20:53"
"Viste","2022-06-23 16:21:24"
"Viste","2022-06-23 16:22:09"
"Viste","2022-06-23 16:22:40"
"Viste","2022-06-23 16:23:20"
"Viste","2022-06-23 16:24:19"
"Viste","2022-06-23 16:25:00"
"Viste","2022-06-23 16:26:20"
"Viste","2022-06-23 16:26:56"
"Viste","2022-06-24 10:34:12"
"Viste","2022-06-24 10:35:08"
"Viste","2022-06-24 10:35:32"
