miRNA,Target,Sum
hsa-miR-1227-5p,XPO6,2
hsa-miR-1228-3p,ARFGEF1,2
hsa-miR-1228-3p,CSNK2A2,3
hsa-miR-1228-3p,MOAP1,2
hsa-miR-1228-5p,SLC36A1,2
hsa-miR-1229-3p,HUNK,2
hsa-miR-1229-5p,CDR1,2
hsa-miR-1231,SOX5,2
hsa-miR-1233-3p,TMEM251,2
hsa-miR-1233-5p,CDH6,2
hsa-miR-1234-3p,STAT3,3
hsa-miR-1234-3p,ZNF610,2
hsa-miR-1236-3p,FLT4,4
hsa-miR-1236-3p,KDR,2
hsa-miR-1236-3p,RNF41,2
hsa-miR-1236-3p,TCEAL1,3
hsa-miR-1236-3p,ZEB1,3
hsa-miR-1236-5p,TEX261,2
hsa-miR-1237-3p,KCNN3,2
hsa-miR-1237-5p,C19orf26,2
hsa-miR-1238-3p,RDH10,2
hsa-miR-1238-5p,LRIT3,2
hsa-miR-1243,NDRG1,2
hsa-miR-124-3p,AATF,2
hsa-miR-124-3p,ABCF2,2
hsa-miR-124-3p,ABHD5,2
hsa-miR-124-3p,ABT1,2
hsa-miR-124-3p,ACAA2,3
hsa-miR-124-3p,ACTR3,2
hsa-miR-124-3p,ACTR8,2
hsa-miR-124-3p,ADD3,2
hsa-miR-124-3p,AHNAK2,2
hsa-miR-124-3p,AHR,4
hsa-miR-124-3p,AHRR,2
hsa-miR-124-3p,AK2,2
hsa-miR-124-3p,AKT3,2
hsa-miR-124-3p,ALDH18A1,2
hsa-miR-124-3p,ALDH3B2,2
hsa-miR-124-3p,ALDH9A1,2
hsa-miR-124-3p,ALDOB,2
hsa-miR-124-3p,ALG14,2
hsa-miR-124-3p,AMOTL1,4
hsa-miR-124-3p,ANAPC4,2
hsa-miR-124-3p,ANAPC5,2
hsa-miR-124-3p,ANAPC7,2
hsa-miR-124-3p,ANKRD27,2
hsa-miR-124-3p,ANPEP,2
hsa-miR-124-3p,ANXA5,2
hsa-miR-124-3p,ANXA8,2
hsa-miR-124-3p,AP1M2,2
hsa-miR-124-3p,APEX2,2
hsa-miR-124-3p,AR,3
hsa-miR-124-3p,ARAF,2
hsa-miR-124-3p,ARFIP1,2
hsa-miR-124-3p,ARHGAP29,2
hsa-miR-124-3p,ARHGEF1,2
hsa-miR-124-3p,ARPC1B,2
hsa-miR-124-3p,ASPRV1,2
hsa-miR-124-3p,ATAD3A,2
hsa-miR-124-3p,ATP6V0E1,3
hsa-miR-124-3p,ATXN2L,2
hsa-miR-124-3p,AURKA,2
hsa-miR-124-3p,AURKB,2
hsa-miR-124-3p,B4GALT1,5
hsa-miR-124-3p,BACE1,2
hsa-miR-124-3p,BCCIP,2
hsa-miR-124-3p,BDNF,2
hsa-miR-124-3p,BEND3,2
hsa-miR-124-3p,BLOC1S6,2
hsa-miR-124-3p,BRE,2
hsa-miR-124-3p,BTG3,2
hsa-miR-124-3p,C11orf75,2
hsa-miR-124-3p,C12orf23,2
hsa-miR-124-3p,C9orf41,2
hsa-miR-124-3p,CAMTA1,3
hsa-miR-124-3p,CAPNS1,3
hsa-miR-124-3p,CAPRIN1,2
hsa-miR-124-3p,CAPRIN2,2
hsa-miR-124-3p,CAV1,5
hsa-miR-124-3p,CBL,3
hsa-miR-124-3p,CCDC86,2
hsa-miR-124-3p,CCL2,4
hsa-miR-124-3p,CCND2,2
hsa-miR-124-3p,CCT3,2
hsa-miR-124-3p,CD151,4
hsa-miR-124-3p,CD164,4
hsa-miR-124-3p,CD274,2
hsa-miR-124-3p,CD2BP2,2
hsa-miR-124-3p,CD55,2
hsa-miR-124-3p,CD59,2
hsa-miR-124-3p,CDC14B,2
hsa-miR-124-3p,CDC27,2
hsa-miR-124-3p,CDCA7,2
hsa-miR-124-3p,CDCA7L,2
hsa-miR-124-3p,CDK2,4
hsa-miR-124-3p,CDK4,5
hsa-miR-124-3p,CDK6,6
hsa-miR-124-3p,CDKN2A,2
hsa-miR-124-3p,CDKN2AIP,2
hsa-miR-124-3p,CEBPA,4
hsa-miR-124-3p,CERS2,2
hsa-miR-124-3p,CHRAC1,2
hsa-miR-124-3p,CHST14,2
hsa-miR-124-3p,CHSY1,3
hsa-miR-124-3p,CKAP4,2
hsa-miR-124-3p,CLDND1,2
hsa-miR-124-3p,CLOCK,3
hsa-miR-124-3p,CLTA,2
hsa-miR-124-3p,CNP,2
hsa-miR-124-3p,COL12A1,3
hsa-miR-124-3p,COL1A1,2
hsa-miR-124-3p,COLGALT1,2
hsa-miR-124-3p,CORO2A,2
hsa-miR-124-3p,CPNE3,2
hsa-miR-124-3p,CPSF4,2
hsa-miR-124-3p,CREB3L2,2
hsa-miR-124-3p,CSRP1,2
hsa-miR-124-3p,CTDSP1,4
hsa-miR-124-3p,CTDSP2,2
hsa-miR-124-3p,CTGF,3
hsa-miR-124-3p,CTNNB1,2
hsa-miR-124-3p,CTNND1,2
hsa-miR-124-3p,CUX2,2
hsa-miR-124-3p,CYP1B1,2
hsa-miR-124-3p,DCTD,2
hsa-miR-124-3p,DCTN3,2
hsa-miR-124-3p,DCUN1D5,2
hsa-miR-124-3p,DDX3X,2
hsa-miR-124-3p,DDX50,2
hsa-miR-124-3p,DDX51,2
hsa-miR-124-3p,DDX6,2
hsa-miR-124-3p,DEPDC1,2
hsa-miR-124-3p,DFFB,2
hsa-miR-124-3p,DHCR24,2
hsa-miR-124-3p,DHX33,2
hsa-miR-124-3p,DIEXF,2
hsa-miR-124-3p,DIS3,2
hsa-miR-124-3p,DKC1,2
hsa-miR-124-3p,DNAJC1,2
hsa-miR-124-3p,DNM2,2
hsa-miR-124-3p,DNM3,2
hsa-miR-124-3p,DPF2,2
hsa-miR-124-3p,DRAM1,2
hsa-miR-124-3p,DSG2,2
hsa-miR-124-3p,DVL2,2
hsa-miR-124-3p,E2F5,2
hsa-miR-124-3p,E2F6,4
hsa-miR-124-3p,ECI2,2
hsa-miR-124-3p,EFHD2,2
hsa-miR-124-3p,EFNB1,4
hsa-miR-124-3p,EGR1,3
hsa-miR-124-3p,EHD2,2
hsa-miR-124-3p,EIF2S2,2
hsa-miR-124-3p,EIF3B,2
hsa-miR-124-3p,EIF3M,2
hsa-miR-124-3p,EIF4E,2
hsa-miR-124-3p,ELF4,2
hsa-miR-124-3p,ELK3,3
hsa-miR-124-3p,ELOVL1,2
hsa-miR-124-3p,ELOVL5,3
hsa-miR-124-3p,ENAH,2
hsa-miR-124-3p,ENDOD1,2
hsa-miR-124-3p,EYA4,2
hsa-miR-124-3p,EZH2,5
hsa-miR-124-3p,F11R,2
hsa-miR-124-3p,FAM129B,2
hsa-miR-124-3p,FAM177A1,2
hsa-miR-124-3p,FAM35A,2
hsa-miR-124-3p,FAM35BP,2
hsa-miR-124-3p,FAM57A,2
hsa-miR-124-3p,FAM83H,2
hsa-miR-124-3p,FCHO2,2
hsa-miR-124-3p,FCHSD2,2
hsa-miR-124-3p,FHL2,2
hsa-miR-124-3p,FLII,2
hsa-miR-124-3p,FLOT1,2
hsa-miR-124-3p,FLOT2,2
hsa-miR-124-3p,FOXRED2,2
hsa-miR-124-3p,FRAS1,2
hsa-miR-124-3p,FSTL3,2
hsa-miR-124-3p,G3BP1,3
hsa-miR-124-3p,G3BP2,2
hsa-miR-124-3p,GAR1,2
hsa-miR-124-3p,GAS2L1,3
hsa-miR-124-3p,GCA,2
hsa-miR-124-3p,GINM1,2
hsa-miR-124-3p,GLIPR2,2
hsa-miR-124-3p,GMCL1,2
hsa-miR-124-3p,GNAI2,2
hsa-miR-124-3p,GNAI3,2
hsa-miR-124-3p,GNB2L1,2
hsa-miR-124-3p,GNB4,2
hsa-miR-124-3p,GNG10,2
hsa-miR-124-3p,GOLGA7,2
hsa-miR-124-3p,GPATCH4,2
hsa-miR-124-3p,GRIA1,2
hsa-miR-124-3p,GRIA2,2
hsa-miR-124-3p,GRIA3,2
hsa-miR-124-3p,GRSF1,2
hsa-miR-124-3p,GSN,3
hsa-miR-124-3p,GTF3C5,2
hsa-miR-124-3p,GTPBP8,2
hsa-miR-124-3p,GXYLT1,2
hsa-miR-124-3p,H6PD,2
hsa-miR-124-3p,HADH,2
hsa-miR-124-3p,HADHA,2
hsa-miR-124-3p,HADHB,2
hsa-miR-124-3p,HEBP2,2
hsa-miR-124-3p,HELLS,2
hsa-miR-124-3p,HMGA1,4
hsa-miR-124-3p,HNRNPA2B1,3
hsa-miR-124-3p,HNRNPCL1,2
hsa-miR-124-3p,HOTAIR,3
hsa-miR-124-3p,HSD17B10,2
hsa-miR-124-3p,HTATIP2,2
hsa-miR-124-3p,ICMT,2
hsa-miR-124-3p,IFI16,2
hsa-miR-124-3p,IFRD2,3
hsa-miR-124-3p,IGFBP7,2
hsa-miR-124-3p,IL6R,4
hsa-miR-124-3p,ILF2,2
hsa-miR-124-3p,INA,2
hsa-miR-124-3p,INO80C,2
hsa-miR-124-3p,IQGAP1,5
hsa-miR-124-3p,ITGA3,2
hsa-miR-124-3p,ITGB1,5
hsa-miR-124-3p,JAG1,3
hsa-miR-124-3p,JUP,2
hsa-miR-124-3p,KANK1,2
hsa-miR-124-3p,KANK2,2
hsa-miR-124-3p,KATNA1,2
hsa-miR-124-3p,KDM2A,2
hsa-miR-124-3p,KIAA0101,2
hsa-miR-124-3p,KIAA1967,2
hsa-miR-124-3p,KIF2C,2
hsa-miR-124-3p,KLF6,2
hsa-miR-124-3p,KRI1,2
hsa-miR-124-3p,KRT14,2
hsa-miR-124-3p,KRT17P2,2
hsa-miR-124-3p,LAMC1,4
hsa-miR-124-3p,LARP1,2
hsa-miR-124-3p,LAS1L,2
hsa-miR-124-3p,LDLR,2
hsa-miR-124-3p,LDLRAP1,2
hsa-miR-124-3p,LIMCH1,2
hsa-miR-124-3p,LIN7C,2
hsa-miR-124-3p,LITAF,2
hsa-miR-124-3p,LLPH,2
hsa-miR-124-3p,LMNA,2
hsa-miR-124-3p,LMNB1,3
hsa-miR-124-3p,LRRC1,3
hsa-miR-124-3p,LRRC58,3
hsa-miR-124-3p,LYSMD3,2
hsa-miR-124-3p,MAD2L2,2
hsa-miR-124-3p,MAGT1,3
hsa-miR-124-3p,MAN2A1,2
hsa-miR-124-3p,MAPK14,4
hsa-miR-124-3p,MAPK1IP1L,2
hsa-miR-124-3p,MAZ,2
hsa-miR-124-3p,MBD3,2
hsa-miR-124-3p,MBNL1,2
hsa-miR-124-3p,MCAM,2
hsa-miR-124-3p,MCM7,2
hsa-miR-124-3p,MDFIC,2
hsa-miR-124-3p,MED10,2
hsa-miR-124-3p,MED20,2
hsa-miR-124-3p,MINA,2
hsa-miR-124-3p,MISP,2
hsa-miR-124-3p,MLLT4,2
hsa-miR-124-3p,MOGS,2
hsa-miR-124-3p,MPHOSPH10,2
hsa-miR-124-3p,MPHOSPH9,2
hsa-miR-124-3p,MRPL49,2
hsa-miR-124-3p,MSN,2
hsa-miR-124-3p,MTMR6,2
hsa-miR-124-3p,MUC1,2
hsa-miR-124-3p,MYH9,2
hsa-miR-124-3p,MYO10,2
hsa-miR-124-3p,NAA15,2
hsa-miR-124-3p,NECAP2,2
hsa-miR-124-3p,NEK6,2
hsa-miR-124-3p,NEK9,3
hsa-miR-124-3p,NFATC1,5
hsa-miR-124-3p,NFIB,2
hsa-miR-124-3p,NFIC,2
hsa-miR-124-3p,NFIX,3
hsa-miR-124-3p,NFKBIZ,4
hsa-miR-124-3p,NGDN,2
hsa-miR-124-3p,NID1,2
hsa-miR-124-3p,NIP7,2
hsa-miR-124-3p,NME4,2
hsa-miR-124-3p,NMNAT1,2
hsa-miR-124-3p,NOC3L,2
hsa-miR-124-3p,NOL10,2
hsa-miR-124-3p,NOL8,2
hsa-miR-124-3p,NONO,2
hsa-miR-124-3p,NOSIP,2
hsa-miR-124-3p,NPM3,2
hsa-miR-124-3p,NR3C1,4
hsa-miR-124-3p,NR3C2,3
hsa-miR-124-3p,NRAS,2
hsa-miR-124-3p,NSUN2,2
hsa-miR-124-3p,NT5E,2
hsa-miR-124-3p,NUFIP2,2
hsa-miR-124-3p,OAF,2
hsa-miR-124-3p,ORC1,2
hsa-miR-124-3p,OSBPL8,2
hsa-miR-124-3p,PABPC4,2
hsa-miR-124-3p,PACSIN3,2
hsa-miR-124-3p,PAPSS2,2
hsa-miR-124-3p,PARN,2
hsa-miR-124-3p,PARP16,3
hsa-miR-124-3p,PBX1,2
hsa-miR-124-3p,PCNA,2
hsa-miR-124-3p,PDLIM7,2
hsa-miR-124-3p,PEA15,2
hsa-miR-124-3p,PES1,2
hsa-miR-124-3p,PGM1,2
hsa-miR-124-3p,PGM5,2
hsa-miR-124-3p,PGRMC2,2
hsa-miR-124-3p,PHC2,2
hsa-miR-124-3p,PHF19,2
hsa-miR-124-3p,PI4K2B,2
hsa-miR-124-3p,PIAS1,2
hsa-miR-124-3p,Picalm,2
hsa-miR-124-3p,PIK3CA,3
hsa-miR-124-3p,PLEC,2
hsa-miR-124-3p,PLOD1,2
hsa-miR-124-3p,PLOD3,2
hsa-miR-124-3p,PLP2,2
hsa-miR-124-3p,PLSCR3,2
hsa-miR-124-3p,PODXL,2
hsa-miR-124-3p,POLR2B,2
hsa-miR-124-3p,POLR2J,2
hsa-miR-124-3p,POLR2L,2
hsa-miR-124-3p,POLR3G,2
hsa-miR-124-3p,PPAN,2
hsa-miR-124-3p,PPIF,2
hsa-miR-124-3p,PPP1R13L,5
hsa-miR-124-3p,PRPH,2
hsa-miR-124-3p,PRRX1,4
hsa-miR-124-3p,PSME3,2
hsa-miR-124-3p,PTBP1,6
hsa-miR-124-3p,PTBP3,3
hsa-miR-124-3p,PTPN12,2
hsa-miR-124-3p,PTRF,2
hsa-miR-124-3p,PTTG1IP,2
hsa-miR-124-3p,QKI,2
hsa-miR-124-3p,RAB38,3
hsa-miR-124-3p,RAC1,2
hsa-miR-124-3p,RARG,2
hsa-miR-124-3p,RASSF5,2
hsa-miR-124-3p,RAVER1,2
hsa-miR-124-3p,RAVER2,3
hsa-miR-124-3p,RBM28,2
hsa-miR-124-3p,RBM47,2
hsa-miR-124-3p,RBMS1,2
hsa-miR-124-3p,RBPJ,2
hsa-miR-124-3p,RCC1,2
hsa-miR-124-3p,RCC2,2
hsa-miR-124-3p,RDH10,3
hsa-miR-124-3p,RELA,3
hsa-miR-124-3p,REST,2
hsa-miR-124-3p,RFC3,2
hsa-miR-124-3p,RFFL,2
hsa-miR-124-3p,RFX1,2
hsa-miR-124-3p,RHOC,2
hsa-miR-124-3p,RHOG,3
hsa-miR-124-3p,RIPK4,2
hsa-miR-124-3p,RNPEPL1,2
hsa-miR-124-3p,ROCK1,3
hsa-miR-124-3p,ROCK2,3
hsa-miR-124-3p,RPRD1B,2
hsa-miR-124-3p,RRAS,4
hsa-miR-124-3p,RRAS2,2
hsa-miR-124-3p,RYK,2
hsa-miR-124-3p,SCAF11,2
hsa-miR-124-3p,SEC11A,2
hsa-miR-124-3p,SENP8,2
hsa-miR-124-3p,SEPT2,2
hsa-miR-124-3p,SEPT9,2
hsa-miR-124-3p,SERP1,3
hsa-miR-124-3p,SERPINB6,2
hsa-miR-124-3p,SERPINH1,2
hsa-miR-124-3p,SHMT2,2
hsa-miR-124-3p,SLC15A4,2
hsa-miR-124-3p,SLC16A1,6
hsa-miR-124-3p,SLC17A5,2
hsa-miR-124-3p,SLC22A5,2
hsa-miR-124-3p,SLC25A30,2
hsa-miR-124-3p,SLC30A7,2
hsa-miR-124-3p,SLC50A1,2
hsa-miR-124-3p,SLU7,2
hsa-miR-124-3p,SMAD5,2
hsa-miR-124-3p,SMARCA2,2
hsa-miR-124-3p,SMYD3,4
hsa-miR-124-3p,SNAI2,4
hsa-miR-124-3p,SNAP23,2
hsa-miR-124-3p,SNRPB,2
hsa-miR-124-3p,SNRPD3,2
hsa-miR-124-3p,SNRPF,2
hsa-miR-124-3p,SNX18,2
hsa-miR-124-3p,SNX9,2
hsa-miR-124-3p,SOS1,3
hsa-miR-124-3p,SOX9,2
hsa-miR-124-3p,SP1,3
hsa-miR-124-3p,SP3,2
hsa-miR-124-3p,SPDL1,2
hsa-miR-124-3p,SPHK1,4
hsa-miR-124-3p,SPIN1,2
hsa-miR-124-3p,SPIN3,2
hsa-miR-124-3p,SRBD1,2
hsa-miR-124-3p,SRSF3,2
hsa-miR-124-3p,SRSF5,2
hsa-miR-124-3p,SSFA2,2
hsa-miR-124-3p,STAT3,3
hsa-miR-124-3p,STOM,2
hsa-miR-124-3p,STX10,2
hsa-miR-124-3p,STX2,2
hsa-miR-124-3p,SUCLG2,3
hsa-miR-124-3p,SURF4,3
hsa-miR-124-3p,SWAP70,2
hsa-miR-124-3p,SYCP1,3
hsa-miR-124-3p,SYNE1,2
hsa-miR-124-3p,SYNGR2,2
hsa-miR-124-3p,SYPL1,3
hsa-miR-124-3p,TARBP1,2
hsa-miR-124-3p,TCOF1,2
hsa-miR-124-3p,TEAD1,2
hsa-miR-124-3p,TERF2,2
hsa-miR-124-3p,TFAP4,2
hsa-miR-124-3p,TFB2M,2
hsa-miR-124-3p,THOC6,2
hsa-miR-124-3p,TIMM13,2
hsa-miR-124-3p,TIMM8B,2
hsa-miR-124-3p,TJP2,2
hsa-miR-124-3p,TLN1,2
hsa-miR-124-3p,TMBIM1,2
hsa-miR-124-3p,TMEM104,2
hsa-miR-124-3p,TMEM109,2
hsa-miR-124-3p,TMEM248,2
hsa-miR-124-3p,TMEM41A,2
hsa-miR-124-3p,TNFRSF21,2
hsa-miR-124-3p,TOM1L1,2
hsa-miR-124-3p,TOPBP1,2
hsa-miR-124-3p,TPM1,2
hsa-miR-124-3p,TRIB3,5
hsa-miR-124-3p,TRIM25,2
hsa-miR-124-3p,TRIM29,2
hsa-miR-124-3p,TRIP11,2
hsa-miR-124-3p,TRPC1,2
hsa-miR-124-3p,TSC22D3,2
hsa-miR-124-3p,TSC22D4,3
hsa-miR-124-3p,TSKU,2
hsa-miR-124-3p,TTC7A,2
hsa-miR-124-3p,TTLL3,2
hsa-miR-124-3p,TUBB6,2
hsa-miR-124-3p,TWIST2,2
hsa-miR-124-3p,UHMK1,2
hsa-miR-124-3p,UHRF1,2
hsa-miR-124-3p,USP10,2
hsa-miR-124-3p,USP48,2
hsa-miR-124-3p,VAMP3,3
hsa-miR-124-3p,VIM,5
hsa-miR-124-3p,VPS37C,2
hsa-miR-124-3p,WTAP,2
hsa-miR-124-3p,YBX1,2
hsa-miR-124-3p,ZBED3,2
hsa-miR-124-3p,ZBTB2,2
hsa-miR-124-3p,ZCCHC24,2
hsa-miR-124-3p,ZFP36L2,2
hsa-miR-124-3p,ZNF740,2
hsa-miR-124-3p,ZWINT,2
hsa-miR-1244,ZC3HAV1L,2
hsa-miR-1245a,BRCA2,2
hsa-miR-1245a,LYPLAL1,2
hsa-miR-1245b-3p,SESN3,2
hsa-miR-1245b-5p,PLCB3,2
hsa-miR-124-5p,SDC3,2
hsa-miR-1246,DYRK1A,4
hsa-miR-1246,NFIB,2
hsa-miR-1246,ZNF480,2
hsa-miR-1247-3p,ZNF573,2
hsa-miR-1247-5p,EFHD2,2
hsa-miR-1247-5p,SOX9,3
hsa-miR-1248,POFUT1,2
hsa-miR-1249-3p,PLCG2,2
hsa-miR-1249-5p,RAB6B,2
hsa-miR-1250-3p,MIDN,2
hsa-miR-1250-5p,ANKRD33B,2
hsa-miR-1251-3p,C1orf109,2
hsa-miR-1251-5p,FOXO1,2
hsa-miR-1252-3p,CIT,2
hsa-miR-1252-5p,TMEM106B,2
hsa-miR-1253,BTK,3
hsa-miR-1253,MYNN,2
hsa-miR-1254,RAB6B,2
hsa-miR-1255a,C1orf109,2
hsa-miR-1255b-2-3p,C3orf17,2
hsa-miR-1255b-5p,C1orf109,2
hsa-miR-1256,SMG1,2
hsa-miR-1256,TRIM68,3
hsa-miR-1257,HHLA2,2
hsa-miR-1258,HPSE,3
hsa-miR-1258,MRGPRF,4
hsa-miR-1258,ZNF514,2
hsa-miR-125a-3p,GIT1,3
hsa-miR-125a-3p,PRDM1,3
hsa-miR-125a-3p,RHOA,3
hsa-miR-125a-3p,VEGFA,3
hsa-miR-125a-5p,ARID3B,3
hsa-miR-125a-5p,B4GALT1,2
hsa-miR-125a-5p,BAK1,4
hsa-miR-125a-5p,BCL2,3
hsa-miR-125a-5p,BCL2L12,3
hsa-miR-125a-5p,CASP2,3
hsa-miR-125a-5p,CD34,4
hsa-miR-125a-5p,CDKN1A,4
hsa-miR-125a-5p,CLEC5A,2
hsa-miR-125a-5p,DOCK3,2
hsa-miR-125a-5p,EGFR,2
hsa-miR-125a-5p,ELAVL1,3
hsa-miR-125a-5p,ERBB2,4
hsa-miR-125a-5p,ERBB3,5
hsa-miR-125a-5p,ESRRA,2
hsa-miR-125a-5p,ETNK2,2
hsa-miR-125a-5p,FAM129B,2
hsa-miR-125a-5p,GALNT14,3
hsa-miR-125a-5p,GRHL1,2
hsa-miR-125a-5p,IFNG,3
hsa-miR-125a-5p,IL1RN,2
hsa-miR-125a-5p,KLF13,4
hsa-miR-125a-5p,LIFR,2
hsa-miR-125a-5p,LIN28A,2
hsa-miR-125a-5p,MCL1,3
hsa-miR-125a-5p,MEGF9,2
hsa-miR-125a-5p,MMP11,3
hsa-miR-125a-5p,MTUS1,2
hsa-miR-125a-5p,NAIF1,3
hsa-miR-125a-5p,NTRK3,3
hsa-miR-125a-5p,PRDM1,2
hsa-miR-125a-5p,RARA,2
hsa-miR-125a-5p,RIT1,2
hsa-miR-125a-5p,SH3BP5L,2
hsa-miR-125a-5p,SIRT7,4
hsa-miR-125a-5p,SMAD4,2
hsa-miR-125a-5p,STAT3,2
hsa-miR-125a-5p,TNFAIP3,2
hsa-miR-125a-5p,TP53,4
hsa-miR-125a-5p,TRAF6,3
hsa-miR-125a-5p,TRPS1,2
hsa-miR-125a-5p,VEGFA,4
hsa-miR-125b-1-3p,NR3C1,2
hsa-miR-125b-1-3p,S1PR1,3
hsa-miR-125b-1-3p,SGPL1,3
hsa-miR-125b-2-3p,FAM84B,2
hsa-miR-125b-2-3p,IGF1R,3
hsa-miR-125b-5p,ABCC4,2
hsa-miR-125b-5p,AKT1,3
hsa-miR-125b-5p,ANAPC16,2
hsa-miR-125b-5p,ARID3A,3
hsa-miR-125b-5p,ATXN1,2
hsa-miR-125b-5p,BAK1,3
hsa-miR-125b-5p,BAK1,4
hsa-miR-125b-5p,BBC3,3
hsa-miR-125b-5p,BCL2,2
hsa-miR-125b-5p,BCL2L2,3
hsa-miR-125b-5p,BMF,3
hsa-miR-125b-5p,BMPR1B,2
hsa-miR-125b-5p,BTG2,4
hsa-miR-125b-5p,CASC3,3
hsa-miR-125b-5p,CBFB,5
hsa-miR-125b-5p,CCNJ,2
hsa-miR-125b-5p,CDH5,2
hsa-miR-125b-5p,CDKN2A,3
hsa-miR-125b-5p,CEBPG,2
hsa-miR-125b-5p,CGN,2
hsa-miR-125b-5p,CSNK2A1,3
hsa-miR-125b-5p,CYP24A1,4
hsa-miR-125b-5p,DUSP6,3
hsa-miR-125b-5p,E2F2,3
hsa-miR-125b-5p,E2F3,4
hsa-miR-125b-5p,EIF4EBP1,4
hsa-miR-125b-5p,EIF5A2,3
hsa-miR-125b-5p,ENPEP,2
hsa-miR-125b-5p,EPO,2
hsa-miR-125b-5p,ERBB2,5
hsa-miR-125b-5p,ERBB3,4
hsa-miR-125b-5p,FGFR2,3
hsa-miR-125b-5p,GLI1,2
hsa-miR-125b-5p,GRIN2A,3
hsa-miR-125b-5p,GSS,5
hsa-miR-125b-5p,HK2,2
hsa-miR-125b-5p,HMGA1,2
hsa-miR-125b-5p,HMGA2,2
hsa-miR-125b-5p,ICAM2,2
hsa-miR-125b-5p,IGF2,2
hsa-miR-125b-5p,IKZF2,4
hsa-miR-125b-5p,IKZF3,4
hsa-miR-125b-5p,IKZF4,4
hsa-miR-125b-5p,IL6R,3
hsa-miR-125b-5p,IRF4,4
hsa-miR-125b-5p,KCNS3,2
hsa-miR-125b-5p,KLF13,5
hsa-miR-125b-5p,KRT7,2
hsa-miR-125b-5p,LACTB,3
hsa-miR-125b-5p,LIF,3
hsa-miR-125b-5p,LIN28A,4
hsa-miR-125b-5p,LIN28B,3
hsa-miR-125b-5p,LIPA,4
hsa-miR-125b-5p,LYPLA2,2
hsa-miR-125b-5p,MAN1B1,3
hsa-miR-125b-5p,MAP3K11,3
hsa-miR-125b-5p,MAPK14,4
hsa-miR-125b-5p,MCL1,3
hsa-miR-125b-5p,MEGF9,2
hsa-miR-125b-5p,MKNK2,2
hsa-miR-125b-5p,MUC1,2
hsa-miR-125b-5p,MXD1,3
hsa-miR-125b-5p,NCOR2,2
hsa-miR-125b-5p,NKIRAS2,4
hsa-miR-125b-5p,NTRK3,3
hsa-miR-125b-5p,PABPC1,2
hsa-miR-125b-5p,PCTP,5
hsa-miR-125b-5p,PIAS3,2
hsa-miR-125b-5p,PIGF,3
hsa-miR-125b-5p,PIK3CD,3
hsa-miR-125b-5p,PLEKHA8,2
hsa-miR-125b-5p,PPAT,2
hsa-miR-125b-5p,PPP1CA,4
hsa-miR-125b-5p,PRDM1,5
hsa-miR-125b-5p,PRKRA,3
hsa-miR-125b-5p,QSOX2,2
hsa-miR-125b-5p,RAF1,2
hsa-miR-125b-5p,RNF144A,2
hsa-miR-125b-5p,RPL29,2
hsa-miR-125b-5p,RPS6KA1,3
hsa-miR-125b-5p,SAMD10,2
hsa-miR-125b-5p,SCNN1A,3
hsa-miR-125b-5p,SEL1L,2
hsa-miR-125b-5p,SET,3
hsa-miR-125b-5p,SGPL1,3
hsa-miR-125b-5p,SH3BP5L,2
hsa-miR-125b-5p,SIRT7,4
hsa-miR-125b-5p,SLC35A4,2
hsa-miR-125b-5p,SLC7A1,2
hsa-miR-125b-5p,SLC7A6,2
hsa-miR-125b-5p,SMAD4,2
hsa-miR-125b-5p,SMARCD2,2
hsa-miR-125b-5p,SMO,3
hsa-miR-125b-5p,STAT3,3
hsa-miR-125b-5p,Tef,2
hsa-miR-125b-5p,TNFAIP3,3
hsa-miR-125b-5p,TP53,5
hsa-miR-125b-5p,TP53INP1,6
hsa-miR-125b-5p,ULK3,2
hsa-miR-125b-5p,VDR,4
hsa-miR-1260a,L2HGDH,2
hsa-miR-1260b,DKK2,3
hsa-miR-1260b,L2HGDH,2
hsa-miR-1260b,SFRP1,3
hsa-miR-1260b,SMAD4,3
hsa-miR-1261,PRKCB,2
hsa-miR-1262,TMPRSS4,2
hsa-miR-1263,RABGEF1,2
hsa-miR-126-3p,ADAM9,4
hsa-miR-126-3p,BCL2,4
hsa-miR-126-3p,CADM1,3
hsa-miR-126-3p,CCNE2,2
hsa-miR-126-3p,CD97,2
hsa-miR-126-3p,CRK,5
hsa-miR-126-3p,CRKL,4
hsa-miR-126-3p,CXCR4,3
hsa-miR-126-3p,DNMT1,4
hsa-miR-126-3p,E2F1,2
hsa-miR-126-3p,EGFL7,4
hsa-miR-126-3p,FOXO3,3
hsa-miR-126-3p,HOXA9,4
hsa-miR-126-3p,IGFBP2,4
hsa-miR-126-3p,IRS1,4
hsa-miR-126-3p,KCNJ1,2
hsa-miR-126-3p,KRAS,4
hsa-miR-126-3p,LRP6,3
hsa-miR-126-3p,MERTK,4
hsa-miR-126-3p,NFKBIA,3
hsa-miR-126-3p,PGR,2
hsa-miR-126-3p,PIK3CG,4
hsa-miR-126-3p,PIK3R2,4
hsa-miR-126-3p,PITPNC1,4
hsa-miR-126-3p,PLK2,4
hsa-miR-126-3p,PTPN7,3
hsa-miR-126-3p,RGS3,2
hsa-miR-126-3p,RHOU,3
hsa-miR-126-3p,SIRT1,3
hsa-miR-126-3p,SLC45A3,3
hsa-miR-126-3p,SLC7A5,4
hsa-miR-126-3p,SOX2,5
hsa-miR-126-3p,SPRED1,4
